Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
83793,-2.634596456,1.030844985,1.354034379,0.327489432,-0.503888096,0.269233155,-1.962286975,-1.525163081,-0.360349524,-1.734933466,-0.969695044,1.082397751,0.4031887,0.557300031,0.016729279,0.595248585,0.027138805,-0.274822628,-1.535190946,0.113815422,-1.092470294,0.723840449,-0.252468996,0.100940843,-0.074083072,-0.562035665,-0.102827318,-0.206920509,1
162967,2.183129791,-0.821418271,-1.137523953,-1.067850768,-0.309374379,-0.26430513,-0.583022141,-0.159300093,-0.276332811,0.679269725,-1.13704643,-0.163585192,1.128567796,-0.459002275,0.009959147,1.250086755,-0.087439245,-1.760984342,1.09672568,0.120342712,-0.296986204,-0.93912903,0.394286282,0.049958566,-0.406436512,-0.674506067,-0.01407796,-0.037440907,39.99
81644,0.756839293,-1.514746265,-0.156239996,-0.25955865,-1.316646031,-0.763677553,0.030565364,-0.19646849,-0.989176822,0.672565997,1.011845561,0.31613966,-0.701024115,0.45444836,-0.633938067,-1.583062082,0.191377219,1.182943454,-0.342770323,0.076800186,-0.207915339,-0.762554468,-0.252165064,0.589389081,0.237528237,1.031448021,-0.135308336,0.041529563,312.8
39390,1.429501503,-0.990270946,-0.224429354,-1.808739678,0.770787537,3.730988586,-1.91421161,1.036384623,-0.316970571,0.646102742,-0.100189681,-0.751094534,0.437455711,-0.504131403,1.49184367,2.024039099,-0.554935799,-0.204874347,0.477147063,0.206331982,0.376136458,0.928722848,-0.108174338,1.048921615,0.481213828,-0.026341599,0.062900281,0.024638797,0.02
149510,-2.06816717,-1.070255954,0.71960712,-2.177491324,-0.11362731,-0.905747672,2.06461756,-0.210357282,0.201493945,-1.841781359,-0.931117455,0.16001484,0.155851198,-0.036281474,-0.350289796,0.142515912,-0.673923944,-0.382872264,-0.916993166,1.046020569,0.220209639,-0.15001155,0.620672953,-0.079381303,1.028569398,0.561755393,0.000782327,0.130020652,415.53
159648,-0.909657122,-1.442626217,1.305450634,-2.262446281,0.919936877,-0.123109884,-0.712874185,0.188175525,-0.390867844,0.191476599,-0.215732137,-1.041123475,-1.050969259,-0.541007656,-1.136111776,1.659287063,-0.639973893,-0.043596537,0.333607029,0.363866784,0.524457301,1.244595965,-0.142500513,0.101555505,-0.04180316,-0.149292654,-0.080565877,-0.063765446,37.53
163794,-1.679694187,1.094817524,0.920744745,0.96655858,-0.146580902,0.684040656,-0.216803387,1.041390487,-0.883820407,-0.776316682,0.323187248,1.318612814,0.809636038,0.456449671,-0.774875636,-0.316913677,0.150734343,0.749669566,0.932167621,-0.047658549,0.42637191,1.048580554,-0.52735587,0.776965626,0.904285601,-0.150377947,-0.254794233,-0.122597539,45.85
120459,1.441241567,-1.079059687,-1.374064147,1.598965425,-0.166140546,0.260714037,0.111531509,0.061572744,0.854506738,0.188748075,0.087519806,0.478095833,-1.542768775,0.394283956,-1.725403961,-0.557245821,-0.124733392,0.423272083,0.000754328,0.177194467,0.478061618,1.100430469,-0.333415185,0.744911313,0.419770634,-0.27553825,-0.035903851,-0.017558492,265
1293,-1.434347608,0.012469977,3.327386232,-0.738225163,-0.630524549,1.669713296,-0.685391414,0.674718225,1.695031816,-0.413393394,0.665382868,1.071427694,-0.616595632,-1.512364417,-1.986916023,-0.6860338,0.41771243,-0.612472902,-0.44312106,0.13785854,0.054931707,0.965753143,-0.342583474,-0.157690658,0.194028266,1.204821218,0.129030616,-0.041771335,8
39703,1.222845243,0.308391172,0.748914119,0.740429135,-0.685807328,-1.283406413,0.115174447,-0.274647825,-0.084340959,-0.084587063,0.365337529,0.871249241,0.834904516,0.149294939,0.925635094,0.118650359,-0.264316347,-0.791380887,-0.323960313,-0.070869253,-0.215242915,-0.596168048,0.194822197,0.929449725,0.167018858,0.059480602,-0.024385648,0.025772245,1.98
163936,2.018343692,0.421796732,-2.473520351,1.282795844,1.175708994,-0.444299862,0.502471996,-0.116486671,0.012708499,-0.167154115,0.679914452,0.150891537,-1.109438256,-0.66205888,-0.909777212,0.115255151,0.661426116,0.748378709,0.005983889,-0.26003116,-0.022834911,0.075131769,-0.037582272,0.145567276,0.474733816,-0.513481051,-0.010186251,-0.038357056,4.88
47714,1.400363906,-0.387986756,0.592352823,-0.66688542,-1.055089769,-1.015469053,-0.494467946,-0.23740674,-0.882722021,0.581445413,-0.055545394,-0.1142781,0.968459406,-0.320731526,0.697630776,1.187108092,0.183294996,-1.6822277,0.611192488,0.124824692,-0.086190629,-0.33406229,0.122468694,0.39396057,0.257796196,-0.483161488,0.015178424,0.024980511,12
159642,1.622851538,-2.472580064,-2.056316134,-1.615939547,-0.918014557,-0.118793579,-0.457481299,-0.236797459,-1.792494365,1.67872876,0.228783379,-0.554881906,0.450672069,0.107780448,-0.336618226,-0.120303063,-0.098798047,0.918869618,0.061888326,0.374011764,0.313732983,0.471100931,-0.313977069,0.123340548,0.010036334,0.023567455,-0.090955198,-0.004529129,388
75182,1.194292968,-1.175747315,0.710151462,-0.721950025,-1.317775692,0.308035388,-1.196105722,0.223476166,-0.201193651,0.656386484,0.27677589,-0.427679194,-0.404305577,-0.402934575,-0.191626716,1.666447142,-0.194982868,-0.154721081,1.03572943,0.25244744,0.352435613,0.817237297,-0.290696512,-0.459783482,0.478719277,-0.019776366,0.023013906,0.02145163,102
49583,0.664655455,-1.088703632,-0.692913321,0.316149608,1.324530854,3.931755398,-0.70374237,0.953771052,0.297018415,-0.074120493,-0.207766743,0.055833596,0.241694514,0.159536465,1.623406089,1.038043593,-1.20333994,0.82798339,-0.424616678,0.608175076,0.228681126,-0.118982231,-0.300931033,1.007618471,0.392808368,-0.377348522,0.009459569,0.085069645,300
130962,-0.988600658,1.21284972,-2.172392376,-1.057310019,-0.569988863,-0.348473952,2.136042221,0.311334842,-0.996521289,-0.861354031,0.640635864,1.131820958,0.464349663,1.328781604,-0.932127358,-0.04335999,-0.472468068,0.166770364,0.069895009,-0.19386006,0.363974987,0.972048659,0.284524868,0.825756995,-0.642083061,-0.101918886,0.187151317,0.090940196,320
44407,-1.613113236,-1.228350933,1.824473583,-0.066561878,-0.511386402,-0.085317263,1.406546765,-0.088476049,0.139361952,-0.925041163,0.984315745,1.188503625,0.602918806,-0.531666643,-1.460588457,0.87210136,-1.434725297,0.67048498,-1.940259913,0.833127194,0.579748984,1.033198561,0.890875574,0.498267913,-0.316165004,-0.774112858,-0.121705583,0.007422266,397.46
76498,1.109051851,-0.133901161,0.454695719,1.174943263,0.136651178,1.308344105,-0.415642589,0.336275336,0.549904924,-0.123508905,-0.042692531,1.456322234,0.823492302,-0.44136706,-1.415622095,-0.322052406,-0.287690159,-0.118991973,0.459922339,-0.039758751,-0.084197781,0.087014606,-0.261094843,-1.087081681,0.76135614,-0.208987382,0.068852111,0.007096849,34
40838,0.767290497,-0.11988945,0.99379027,2.570567959,-0.700973465,-0.090133218,-0.034528107,0.096262934,-0.770241487,0.746435067,1.308043967,0.546110219,-0.293884598,0.433931776,0.06291388,1.132391619,-0.889676792,0.26532377,-0.888247618,0.198032192,0.008511054,-0.489619583,-0.004359995,0.484791873,0.055795576,-0.261117165,-0.027609829,0.056137083,179
77762,-0.71370367,-0.4932312,2.272418354,-1.77189947,-0.795346336,0.243947888,0.25614481,-0.074187306,-0.556702089,-0.160649142,-1.515028126,-1.427791021,-0.190378185,-1.021415199,-0.074661011,1.53898451,-0.296446905,-0.581722526,0.260906544,0.44166321,0.3233399,0.831241108,-0.240759974,-0.428632402,0.593811956,-0.109845357,-0.146870978,-0.156068617,133.25
153820,0.123489503,1.078044681,-0.285588952,-0.41222448,0.87882284,-1.444447174,1.138941683,-0.36540465,-0.25749082,-1.217857964,-0.354662505,0.228483645,0.857509538,-1.141668556,0.356871039,0.208481576,0.309917442,0.559288778,-0.65370869,-0.094883349,0.280240596,0.949913399,-0.302747309,-0.004901118,0.030445025,-0.18218877,0.078643207,0.069423848,1.99
140346,-1.732468509,1.662901823,0.138883755,-1.054007795,-0.341892701,-0.158552681,-0.419095443,1.162515975,0.307389739,-1.134651889,0.699122559,0.25415193,-1.201635047,-0.512068706,-0.116797951,0.982152118,0.551991234,1.034620489,-0.083284296,-0.105483813,-0.124512437,-0.598805164,0.076994204,0.532788386,-0.258228177,-0.321188178,-0.053554921,0.151231623,3.7
112697,0.160229667,1.039106564,-0.449174749,-0.569126649,0.956469454,-0.776507465,0.967679698,-0.100324835,-0.029806721,-0.831371853,-0.800937704,-0.190392706,-0.042301678,-1.010735856,-0.224074301,0.366839931,0.329906088,-0.172318488,-0.18641965,0.0136826,-0.350976379,-0.860242445,0.078377201,0.471235039,-0.409320103,0.119308135,0.222443412,0.082896839,1.78
39871,0.801400516,-1.256392419,0.667932419,-1.120989127,-1.251816175,0.117085925,-0.541839763,0.205033849,1.843138522,-1.257727745,1.321247201,1.889596612,0.081542807,-0.22410677,-0.162646523,-0.950713883,0.317676197,-0.271326201,0.999522276,0.279041465,0.006084567,-0.033834637,-0.149295422,0.100430125,0.249640976,-0.09283306,0.028093477,0.043342025,194.22
127958,2.031033296,-0.162476383,-1.469932251,0.151158313,0.17929549,-0.587162522,-0.009553647,-0.061359955,0.528099573,0.208670785,0.826689066,0.246319641,-1.373081383,0.948437593,0.279737005,0.005239982,-0.634169735,0.536773958,-0.002458886,-0.300109369,0.28240948,0.848171426,0.050253002,0.703226277,0.192462848,-0.15413971,-0.033988642,-0.065121678,0.89
168207,-1.183987859,1.670255441,-1.778297108,-0.659658591,1.084043777,1.224463786,-0.228677691,1.366544287,-0.639372522,-0.968096343,0.710776903,0.974401272,0.199295503,-0.007200659,-0.058203619,-0.180363154,1.262857771,-0.692917361,-0.222355094,-0.435319103,0.035899894,-0.110091319,0.344406069,-1.035326706,-1.541476944,0.090084765,-0.678955973,-0.158297549,4.49
132454,2.020985993,0.184097903,-1.921376631,1.241054326,0.823828871,-0.764959225,0.766092347,-0.469520568,0.083497052,0.218336321,-1.506667072,0.644500737,0.982380527,0.271684423,-0.627560801,-0.508492519,-0.518367845,-0.45424848,0.112589474,-0.12635259,0.029362621,0.283331911,-0.146842004,-0.678163955,0.597459019,-0.45554378,-0.018479722,-0.060380248,45
154123,-2.55603356,-0.957559477,-2.38752016,-2.425787456,-3.076563968,-0.169674449,-0.768193342,1.359134785,-1.78074885,0.663278236,-0.6468671,-0.358936243,-0.377374998,0.837006633,-1.590769362,0.730025287,0.326434267,0.861796582,-0.748567774,-1.412224704,0.107027609,0.668154075,0.320954573,-0.386183253,-2.0614427,-0.632295378,0.037173553,-0.35979267,250
27675,1.39219728,-0.708491431,0.623946407,-0.876607409,-0.900597448,0.217305217,-1.106534285,0.11443822,-0.376305263,0.559648276,-0.810067817,-0.711054806,0.654521678,-0.513378262,1.403141031,1.420150671,0.017882951,-1.056548875,0.179037257,0.097416866,0.355955096,1.036188336,-0.178539254,-0.717502905,0.473573383,0.031980868,0.054576265,0.014201433,11
40120,1.311258486,0.07502777,-1.292832404,-0.483154333,2.139256911,3.181563924,-0.505045118,0.804860255,-0.074070833,-0.217425556,0.131576213,-0.028146149,0.01145979,-0.112921114,1.300007138,0.812807415,-0.495483473,0.166473112,0.175176224,0.032734124,-0.342676245,-1.148503557,0.095278816,0.946121234,0.369712917,0.110625671,-0.021836606,0.023638378,1.98
85735,-1.919810833,1.211942076,0.041611618,-0.422666441,0.021329991,-1.025940454,0.147451087,0.66584479,-0.536052639,-0.587600387,-0.617835178,0.341132292,-0.002526805,0.824786499,0.34887318,0.094475839,0.050373786,-0.817985206,-1.020011145,-0.363112707,0.153949295,0.165220535,-0.214427684,0.132044413,-0.305046957,0.255206915,-0.267147807,-0.01315573,8.99
45037,1.233854897,0.413815082,0.457090858,0.763229015,-0.468185754,-1.243119112,0.141171706,-0.264439203,-0.095706168,-0.30368422,0.344541093,0.714369082,0.868060391,-0.407110471,0.99340881,0.350711082,0.073218149,-0.491273234,-0.325927424,-0.046507131,-0.258142045,-0.71265715,0.161231992,0.690640876,0.196271101,0.071866524,-0.018075715,0.035629365,1.79
122598,-1.276636421,-0.510220795,0.891367725,-1.779465652,0.62251976,1.501935622,1.041642702,0.600451603,0.390754958,-1.594242666,0.299202754,0.215910514,-1.645059325,0.303766934,-0.801009128,-0.133157813,-0.312251215,-1.052189085,-1.457426558,0.121227953,-0.131111656,-0.795292268,0.526542569,-1.750039798,-0.275867556,-0.475580873,0.024789463,0.112799786,228.99
168771,-1.210374374,1.367787949,-1.204541147,-0.077736773,-0.536340346,-1.328746871,0.670383643,0.384692008,0.011888255,-0.333146987,1.347199668,0.253868845,-1.192865783,-0.111749951,0.08664781,0.28372597,0.647846062,1.154344696,-0.150151862,-0.16330266,0.339182586,1.094071452,-0.131515029,0.46441834,-0.432326958,-0.236440463,-0.139984932,-0.130846622,96
139239,1.605090921,-1.59751984,-1.855658519,-0.183166413,-0.519280292,-0.559473657,0.135652396,-0.396006096,-0.300823131,0.631587619,-1.642024195,-0.112303355,0.655019153,0.2069285,0.484986602,-1.603561259,-0.393554911,1.550045901,-0.860473283,0.019704954,0.097636148,0.27198511,-0.338321831,-0.744381125,0.19516002,-0.002654331,-0.042990688,-0.006771691,320
133819,2.09243004,0.017661239,-2.520860088,0.338759339,0.786956962,-1.159320916,0.740121274,-0.325049093,-0.105465968,0.495598649,0.547817387,-0.366793899,-2.445610218,1.462404644,-0.691604641,-0.493857205,-0.240997486,0.097269749,0.301849784,-0.34322581,0.294597986,0.851419073,-0.134586781,0.806935035,0.590927271,0.673560018,-0.147841386,-0.099163715,10
137305,1.713705392,-0.857730275,-0.78620456,-0.206620819,0.093698388,1.327247828,-0.752925122,0.4382678,1.008601661,-0.159520008,1.059813445,1.326288633,0.589796731,0.140680897,1.093497521,-0.198823546,-0.306412228,-0.470863491,-0.843767228,-0.058194228,0.350270851,1.081114323,0.0683699,-1.582164376,-0.392532118,0.195274415,0.039680194,-0.052569349,95
76703,-0.980799185,0.730927067,0.647909628,1.002500926,0.241371194,0.406228186,0.026335932,0.735856463,-0.799903643,0.003466992,0.526268095,0.188158044,-0.536001259,0.915557075,0.908789589,-0.023160804,-0.15449674,0.644604204,0.766695231,0.238666015,0.250284246,0.52440015,-0.006207749,-0.678734483,-0.333315284,-0.221584166,0.308380742,0.099069474,60
164228,-0.695658501,0.055228973,-1.321797752,-1.577333222,-1.824258857,3.366244262,2.991114589,0.073050507,0.685213451,-1.578646528,1.156505575,0.304702722,-0.488066684,-1.30813833,0.443502416,-0.148476899,1.096157394,-0.612666992,0.252356466,-0.328399639,-0.54197993,-0.772667457,0.421842729,-1.021847546,-0.994516265,0.298534283,0.5226267,-0.093882418,674.96
96617,-1.145422631,0.680577235,1.200350111,-0.269779091,-0.442301786,-0.308785334,-0.018402216,0.245249315,1.538151177,-1.215754398,-0.240551993,-2.051958314,2.384464182,1.210584611,-0.828433936,0.275564681,0.342143569,0.348337615,-0.650495633,-0.288031727,0.226545226,0.893031011,-0.231771139,0.023831012,-0.430585478,0.520413746,-0.239819159,0.079784423,59.9
124153,0.287095713,1.035408631,-0.069136082,1.073464855,0.646090002,-0.291582076,0.595771171,-0.080577137,-0.496005428,-0.301711061,-0.764000045,-0.9958775,-0.934936332,-0.509562152,1.530322375,-0.738098557,1.487579851,0.35878324,2.800214774,0.211437077,-0.257805475,-0.627115996,0.069780907,0.488093542,-1.00391391,0.545666515,0.191431338,0.226157158,1.98
36516,1.021178758,-0.194113665,1.207791276,1.73836944,-0.659824083,0.63186424,-0.434168257,0.227422264,1.116400266,-0.456468234,-0.958761482,1.444898627,0.606017308,-0.908257723,-1.795041196,-1.183294,0.725780979,-1.454006835,0.158813746,-0.090960101,-0.386993159,-0.66459786,0.047172843,0.106896912,0.443931523,-0.51589775,0.091187511,0.035959469,41.29
54566,-0.174168213,1.991418879,0.636677727,3.16868381,-0.186864819,0.321365692,-0.815725626,-3.302791138,-1.215317902,0.591989226,0.250912733,0.646651446,1.549899546,-0.960171169,1.316168962,0.522625207,0.979489674,0.082573622,0.318406312,-0.423657168,2.735525957,-1.923819779,0.325639245,0.252211477,0.775349894,0.078906914,0.211553472,0.155281637,12.92
